Category,Location,Purchase Date,Purchase Cost,Model Name,Manufacturer,Asset Tag,Checkout Type,Checkout Location,Notes,Status
Электроприборы,ЖК Сердце столицы,2018-09-13,270,"Сетевой удлинитель 4 гнезда, 5 м",Не определен,1200,location,ЖК Сердце столицы,12346422,Доступные
Электроприборы,ЖК Сердце столицы,2018-09-13,270,"Сетевой удлинитель 4 гнезда, 5 м",Не определен,1201,location,ЖК Сердце столицы,12346423,Доступные
Электроприборы,ЖК Сердце столицы,2016-08-26,288,"Сетевой удлинитель 6 гнезд, 3 м",Не определен,1202,location,ЖК Сердце столицы,13973790,Доступные
Электроприборы,ЖК Сердце столицы,2016-08-26,288,"Сетевой удлинитель 6 гнезд, 3 м",Не определен,1203,location,ЖК Сердце столицы,13973791,Доступные
Электроприборы,ЖК Сердце столицы,2016-08-26,288,"Сетевой удлинитель 6 гнезд, 3 м",Не определен,1204,location,ЖК Сердце столицы,13973792,Доступные
Электроприборы,ЖК Сердце столицы,2018-12-05,1310,Сетевой удлинитель Зубр 20 м,Не определен,1205,location,ЖК Сердце столицы,12346330,Доступные
Электроприборы,ЖК Сердце столицы,2017-01-25,0,Фонарь ФПС-4/6 с З/У,Не определен,1206,location,ЖК Сердце столицы,12551722,Доступные
Форма,ЖК Сердце столицы,2015-11-18,104,Повязка на рукав светоотражающая,Не определен,1207,location,ЖК Сердце столицы,2134,Доступные
Хозтовары,ЖК Сердце столицы,2019-04-12,782,Кастрюля 4 л.  с крышкой Omelia,Не определен,1208,location,ЖК Сердце столицы,1859,Доступные
Хозтовары,ЖК Сердце столицы,2019-04-12,773,"Кастрюля 4,5 л.  с крышкой Agness",Не определен,1209,location,ЖК Сердце столицы,1860,Доступные
Разное,ЖК Сердце столицы,2019-06-19,0,"Покрывало флисовое ""Гутен Морген""",Не определен,1210,location,ЖК Сердце столицы,1960,Доступные
Разное,ЖК Сердце столицы,2019-06-19,0,"Покрывало флисовое ""Гутен Морген""",Не определен,1211,location,ЖК Сердце столицы,1959,Доступные
Разное,ЖК Сердце столицы,2019-06-19,0,"Покрывало флисовое ""Гутен Морген""",Не определен,1212,location,ЖК Сердце столицы,1958,Доступные
Разное,ЖК Сердце столицы,2019-06-19,0,"Покрывало флисовое ""Гутен Морген""",Не определен,1213,location,ЖК Сердце столицы,1957,Доступные
Разное,ЖК Сердце столицы,2019-06-19,0,"Покрывало флисовое ""Гутен Морген""",Не определен,1214,location,ЖК Сердце столицы,1956,Доступные
Разное,ЖК Сердце столицы,2019-06-19,0,"Покрывало флисовое ""Гутен Морген""",Не определен,1215,location,ЖК Сердце столицы,1955,Доступные
